设备编号,下单时间,订单编号,购买数量（个）,手续费（元）,总金额（元）,支付状态,出货状态,收款方,退款金额（元）,购买用户,商品ID,商品详情,省市区,软件版本
112891,2018/9/10 14:00,112891qr15365592576216,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0jE59VPqwxQM2BGgmJSLr-E,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/10 14:00,112891qr15365592576216,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0jE59VPqwxQM2BGgmJSLr-E,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/10 14:00,112891qr15365592576216,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0jE59VPqwxQM2BGgmJSLr-E,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112909,2018/9/10 9:05,112909qr15365415584409,1,0.11,6.0,微信,出货成功,平台,0.0,os-xL0kB23oFbrvBvl8QfEZQWPlk,商品0013,红牛罐装X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112866,2018/9/9 17:05,112866qr15364839379604,1,0.12,6.0,微信,未出货,平台,0.0,os-xL0ouOfwoTmVLjz_okF0ZUCxE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/9 9:19,112866qr15364559349204,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0gHoPPcWIRXjIhBmPF0WB3Y,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/8 16:15,112866qr15363945173924,1,0.17,6.0,微信,出货成功,平台,0.0,os-xL0vePzaLpPEhDKvoeHAVsw_w,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/8 16:13,112866qr15363944103070,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0siqaeyU_jzTD0YsfrDRg4k,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/8 14:06,112891qr15363868005380,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0mww1LYLaQa9fqMWzbNRNt8,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/8 14:06,112891qr15363868005380,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0mww1LYLaQa9fqMWzbNRNt8,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/8 14:06,112891qr15363868005380,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0mww1LYLaQa9fqMWzbNRNt8,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/8 11:25,112891qr15363771038092,1,0.09,6.0,微信,出货成功,平台,0.0,os-xL0oLJp2Z-cAYhR4UN2aZCnbM,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/8 9:53,112866qr15363716268482,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hT6V4GoPut4uYDPNRyuhh0,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/8 9:53,112866qr15363716268482,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hT6V4GoPut4uYDPNRyuhh0,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/8 9:53,112866qr15363716268482,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hT6V4GoPut4uYDPNRyuhh0,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/8 9:53,112866qr15363716268482,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hT6V4GoPut4uYDPNRyuhh0,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/8 8:53,112667qr15363680393317,1,0.17,6.0,微信,出货成功,平台,0.0,os-xL0g7M7g2ITW-_RvfcLUgadak,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/8 8:53,112667qr15363680393317,1,0.17,6.0,微信,出货成功,平台,0.0,os-xL0g7M7g2ITW-_RvfcLUgadak,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/8 7:48,112866qr15363641065923,1,0.08,6.0,微信,出货成功,平台,0.0,os-xL0jxESAIJodOBxZ12s_GvOvQ,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112909,2018/9/8 4:46,112909qr15363532124661,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0kcKS2BizMxrAGLAOch0XZc,商品0013,红牛罐装X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112909,2018/9/8 4:46,112909qr15363532124661,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0kcKS2BizMxrAGLAOch0XZc,商品0013,红牛罐装X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112909,2018/9/8 0:37,112909qr15363382588544,1,0.09,6.0,微信,出货成功,平台,0.0,os-xL0gR9o7XmcMsmzx6D1HGMJnY,商品0013,红牛罐装X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112891,2018/9/7 23:40,112891qr15363348159152,1,0.09,6.0,微信,出货成功,平台,0.0,ooCjVwG6grjRbgMX2KhxGiGIe-2U,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 20:25,112866qr15363231188271,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0jSxPyNt2HtYoRv0y2QhUdE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 15:47,112866qr15363064059172,1,0.21,6.0,微信,出货成功,平台,0.0,os-xL0oLJp2Z-cAYhR4UN2aZCnbM,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 15:47,112866qr15363064059172,1,0.21,6.0,微信,出货成功,平台,0.0,os-xL0oLJp2Z-cAYhR4UN2aZCnbM,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 15:47,112866qr15363064059172,1,0.21,6.0,微信,出货成功,平台,0.0,os-xL0oLJp2Z-cAYhR4UN2aZCnbM,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 11:00,112866qr15362892142802,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0ovVV0J5FxtGRhNkUEqZh5g,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 11:00,112866qr15362892142802,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0ovVV0J5FxtGRhNkUEqZh5g,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 11:00,112866qr15362892142802,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0ovVV0J5FxtGRhNkUEqZh5g,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/7 11:00,112866qr15362892142802,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0ovVV0J5FxtGRhNkUEqZh5g,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/6 17:52,112887qr15362275637954,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/6 17:52,112887qr15362275637954,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/6 17:52,112887qr15362275637954,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/6 17:52,112887qr15362275637954,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 15:24,112891qr15362186561521,1,0.14,6.0,微信,出货成功,平台,0.0,os-xL0hSRx6vToU52kQp3Ba02mXc,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/6 14:56,112667qr15362169517860,1,0.16,6.0,微信,出货成功,平台,0.0,os-xL0s0VyvNDrfXjq5uYrd87rkQ,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/6 14:56,112667qr15362169517860,1,0.16,6.0,微信,出货成功,平台,0.0,os-xL0s0VyvNDrfXjq5uYrd87rkQ,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 12:26,112866qr15362080138209,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0upApNddSEpEm-edz8LqAV4,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 12:26,112866qr15362080138209,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0upApNddSEpEm-edz8LqAV4,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 12:26,112866qr15362080138209,1,0.18,6.0,微信,出货成功,平台,0.0,os-xL0upApNddSEpEm-edz8LqAV4,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 12:25,112866qr15362079047834,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0pq7S93zwjnPuJw7SDRXqao,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 12:25,112866qr15362079047834,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0pq7S93zwjnPuJw7SDRXqao,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 12:25,112866qr15362079047834,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0pq7S93zwjnPuJw7SDRXqao,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 12:25,112866qr15362079047834,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0pq7S93zwjnPuJw7SDRXqao,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 11:00,112891qr15362027826198,1,0.13,6.0,支付宝,出货成功,平台,0.0,ooCjVwFEf3r1LPyn_Fb2MS8vvHEQ,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 10:55,112891qr15362025276153,1,0.16,6.0,支付宝,出货成功,平台,0.0,os-xL0vZR50zo54Ra4vflWZnakNE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 10:16,112891qr15362002202267,1,0.22,6.0,微信,出货成功,平台,0.0,os-xL0i3HB1AIPaIdHX_UVRe__Zo,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 10:16,112891qr15362002202267,1,0.22,6.0,微信,出货成功,平台,0.0,os-xL0i3HB1AIPaIdHX_UVRe__Zo,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 10:16,112891qr15362002202267,1,0.22,6.0,微信,出货成功,平台,0.0,os-xL0i3HB1AIPaIdHX_UVRe__Zo,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 8:59,112891qr15361955378301,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0iSvbhWZZpYZG1yJ0h5GE2s,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/6 8:59,112891qr15361955378301,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0iSvbhWZZpYZG1yJ0h5GE2s,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 8:41,112866qr15361945123645,1,0.24,6.0,微信,出货成功,平台,0.0,ooCjVwLTa0UAaVkzVkg4Q13dpw58,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 8:41,112866qr15361945123645,1,0.24,6.0,微信,出货成功,平台,0.0,ooCjVwLTa0UAaVkzVkg4Q13dpw58,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 8:41,112866qr15361945123645,1,0.24,6.0,微信,出货成功,平台,0.0,ooCjVwLTa0UAaVkzVkg4Q13dpw58,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/6 8:41,112866qr15361945123645,1,0.24,6.0,微信,出货成功,平台,0.0,ooCjVwLTa0UAaVkzVkg4Q13dpw58,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/5 21:58,112667qr15361558728133,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0v7lpVy6TNql8lIwKyePdOU,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/5 21:58,112667qr15361558728133,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0v7lpVy6TNql8lIwKyePdOU,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/5 14:14,112891qr15361280925198,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0lndgcvWCPiKtOYk0aWh1UI,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/5 13:19,112866qr15361247482656,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0qSQbYytvM2_977A2zycqbA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/5 13:19,112866qr15361247482656,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0qSQbYytvM2_977A2zycqbA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/5 13:19,112866qr15361247482656,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0qSQbYytvM2_977A2zycqbA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/5 13:19,112866qr15361247482656,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0qSQbYytvM2_977A2zycqbA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/5 11:11,112669qr15361171063428,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0hEe7tbzaLjximJttzMIKVY,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/5 11:06,112891qr15361167741752,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0i0Ofk7q1BNao2rp_10Sw-Q,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112909,2018/9/5 10:35,112909qr15361149238566,1,0.16,6.0,微信,出货成功,平台,0.0,os-xL0iNQ7LmoKByCGeIy0oDgD0c,商品0013,红牛罐装X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112909,2018/9/5 10:35,112909qr15361149238566,1,0.16,6.0,微信,出货成功,平台,0.0,os-xL0iNQ7LmoKByCGeIy0oDgD0c,商品0013,红牛罐装X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112667,2018/9/4 23:05,112667qr15360735274981,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0ohQ1CMzyJJB_M3flmRmPFU,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/4 23:05,112667qr15360735274981,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0ohQ1CMzyJJB_M3flmRmPFU,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/4 18:09,112669qr15360557645877,1,0.09,6.0,微信,出货成功,平台,0.0,os-xL0jZpINYbHiD2awlZ0i7uj3A,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/4 14:32,112669qr15360427689964,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0sjfttU-4dudo1oi1SCZnkA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/4 14:32,112669qr15360427689964,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0sjfttU-4dudo1oi1SCZnkA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/4 13:49,112866qr15360401811012,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0jFfCKbMV_KFEvP4QcdtdL0,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/4 13:48,112866qr15360401294907,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0mnr_D0vvmmXbB5BYCpTIMA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/4 13:48,112866qr15360401294907,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0mnr_D0vvmmXbB5BYCpTIMA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/4 13:48,112866qr15360401294907,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0mnr_D0vvmmXbB5BYCpTIMA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/4 13:48,112866qr15360401294907,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0mnr_D0vvmmXbB5BYCpTIMA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/3 18:24,112891qr15359702832299,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0pexrBEly2WfXIsjgvgmJII,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112670,2018/9/3 17:37,112670qr15359674528393,1,0.17,6.0,支付宝,出货成功,平台,0.0,os-xL0lp4Q7cxf9M9g2NAHfq71S8,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/3 16:21,112667qr15359628772687,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0m4-5XYgJxH76Ca-rEZHVVg,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/3 9:21,112667qr15359377049223,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0uIfdutOGvL1nDzCP8TlumA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/3 9:21,112667qr15359377049223,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0uIfdutOGvL1nDzCP8TlumA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/2 15:39,112667qr15358739439492,1,0.09,6.0,微信,出货成功,平台,0.0,os-xL0o_D_nKxe4Pt0Q5LAbpOCuA,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/2 13:26,112866qr15358659648821,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0teuD0hZBgenZ7hUQTufPec,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/2 13:26,112866qr15358659648821,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0teuD0hZBgenZ7hUQTufPec,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/1 23:38,112667qr15358163364354,1,0.12,6.0,微信,出货成功,平台,0.0,ooCjVwFmPvTkTZpxWinoy6LidtoQ,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/1 23:38,112667qr15358163364354,1,0.12,6.0,微信,出货成功,平台,0.0,ooCjVwFmPvTkTZpxWinoy6LidtoQ,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 21:59,112866qr15358103525134,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0m4gFEFILyTLs78qGvOg9NE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 21:59,112866qr15358103525134,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0m4gFEFILyTLs78qGvOg9NE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 21:59,112866qr15358103525134,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0m4gFEFILyTLs78qGvOg9NE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 21:59,112866qr15358103525134,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0m4gFEFILyTLs78qGvOg9NE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/1 21:19,112667qr15358079584841,1,0.14,6.0,微信,出货成功,平台,0.0,os-xL0nxQqNkQdaVA4MWBOvIPpBM,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 16:36,112866qr15357909908820,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0jg6MX7kTjFACRlmweiFrVY,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 16:36,112866qr15357909908820,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0jg6MX7kTjFACRlmweiFrVY,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 16:36,112866qr15357909908820,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0jg6MX7kTjFACRlmweiFrVY,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112866,2018/9/1 16:36,112866qr15357909908820,1,0.24,6.0,微信,出货成功,平台,0.0,os-xL0jg6MX7kTjFACRlmweiFrVY,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/1 15:20,112669qr15357864478751,1,0.21,6.0,微信,出货成功,平台,0.0,os-xL0skUNOIKUguVFzASb8Vxvyk,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/1 15:20,112669qr15357864478751,1,0.21,6.0,微信,出货成功,平台,0.0,os-xL0skUNOIKUguVFzASb8Vxvyk,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/1 15:20,112669qr15357864478751,1,0.21,6.0,微信,出货成功,平台,0.0,os-xL0skUNOIKUguVFzASb8Vxvyk,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112909,2018/9/1 14:47,112909qr15357844699392,1,0.13,6.0,微信,出货成功,平台,0.0,os-xL0jw1kdxm12-KA4vglXLQfDs,商品0013,红牛罐装X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112891,2018/9/1 14:07,112891qr15357820582460,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0tIqnSws1BDpX-MNvqsmii8,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112891,2018/9/1 14:07,112891qr15357820582460,1,0.12,6.0,微信,出货成功,平台,0.0,os-xL0tIqnSws1BDpX-MNvqsmii8,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/1 12:33,112887qr15357764283171,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0m05-NeFXK29t7lsCmumDrE,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/1 9:40,112669qr15357660353563,1,0.1,6.0,微信,出货成功,平台,0.0,os-xL0mI1aWGfRPpyEnKR-gfWi0U,商品0013,红牛罐装X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113612,2018/9/29 3:12,113612qr15381619387825,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0txD-Cm2wEXMLvuzis5m9eI,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/28 7:55,113014qr15380925009050,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0kc0dILmlY7v0Rb5zAs_UlI,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/27 23:57,113612qr15380638613215,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0qjE4d4wadEi0QnlmzrYwMo,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/27 21:31,113612qr15380551001836,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0hHH2-ISy8DWEEsBwRji3cg,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 13:21,113014qr15380257015420,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0u_O6ZKfNHQYqGSjGiU4nl0,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 9:58,113014qr15380134811886,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0n5lK3YsfI6TzeGn-8YARSE,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 9:55,113014qr15380133114222,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0lCzYIxn077Up0vmdA-izNU,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/26 9:10,113612qr15379242187860,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0sQbWHB4EFfoprxJO0LyNoI,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/25 23:35,113612dc15378897299629,1,0.0,5.0,现金,出货成功,售货机自收,0.0,os-xL0qp-QwoWGEPwwloZ6Ysvpzs,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/25 19:14,113612qr15378740909746,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0rbqe1QATljOSs0BiX6efkM,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/25 9:45,113612qr15378399026866,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/24 13:26,113014qr15377667751257,1,0.05,5.0,支付宝,出货成功,平台,0.0,os-xL0qug8517TsY1fWRMxK4pXGY,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/23 22:02,113014qr15377113541275,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0uVtx5PyqVqw72ciR1WUbaA,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/23 10:12,113612qr15376687286288,1,0.05,5.0,微信,出货成功,平台,0.0,os-xL0oOm3iT1aLcQeQVxh1qQvjk,商品0019,雀巢咖啡瓶装X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
